"County","FIPS","Region","Definition","Strata","Race","Year","Mean","LL95","UL95","Numerator","Denominator"
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",6.13582120296837,NA,NA,NA,6279
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2012-2014",NA,NA,NA,NA,3558
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",NA,NA,NA,NA,1537
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",5.69921051701464,NA,NA,NA,14289
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",6.04314343686556,NA,NA,NA,102235
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,6405
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",6.04115261055327,NA,NA,NA,135034
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",6.03870259279975,NA,NA,NA,6961
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",6.15219946400654,NA,NA,NA,2854
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",6.10719303801521,NA,NA,NA,1393
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",6.1979350672701,NA,NA,NA,13211
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",6.19015789792283,NA,NA,NA,332
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",6.09699159892534,NA,NA,NA,103958
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",6.09046146831935,NA,NA,NA,5546
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",5.98496668573639,NA,NA,NA,368
"Humboldt",6023,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",6.10644355316751,NA,NA,NA,134623
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",8.68115994,NA,NA,NA,1242
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2012-2014",NA,NA,NA,NA,2422
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",7.95064242131773,NA,NA,NA,4530
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",9.58740397735958,NA,NA,NA,145855
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",8.4330239881389,NA,NA,NA,22437
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,1500
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",9.39063973611495,NA,NA,NA,178206
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",7.68543868018123,NA,NA,NA,1642
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",8.97249445046781,NA,NA,NA,2201
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",6.94339230252888,NA,NA,NA,5114
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",9.11002363915871,NA,NA,NA,140271
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",7.44951897502299,NA,NA,NA,87
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",8.14795560035462,NA,NA,NA,23927
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",8.1461257225919,NA,NA,NA,1097
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",8.67852826287234,NA,NA,NA,189
"Imperial",6025,"Desert","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",8.90240237261352,NA,NA,NA,174528
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",3.46471183350407,NA,NA,NA,1865
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",3.73503979540042,NA,NA,NA,3778
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",3.82352144149924,NA,NA,NA,11906
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,270
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",3.81475013707669,NA,NA,NA,18373
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",4.896808933,NA,NA,NA,1895
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",4.896808933,NA,NA,NA,229
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",4.896808933,NA,NA,NA,102
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",4.896808933,NA,NA,NA,3597
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",4.896808933,NA,NA,NA,15
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",4.896808933,NA,NA,NA,12296
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",4.896808933,NA,NA,NA,391
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",4.896808933,NA,NA,NA,21
"Inyo",6027,"Southeast Sierra","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",4.896808933,NA,NA,NA,18546
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",NA,NA,NA,NA,4846
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2012-2014",18.1223900345691,NA,NA,NA,38202
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",17.8623559099299,NA,NA,NA,46058
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",17.7674392538143,NA,NA,NA,441496
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2012-2014",NA,NA,NA,NA,1000
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",15.4741171287756,NA,NA,NA,317048
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,16091
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2012-2014",NA,NA,NA,NA,995
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",16.7551023310258,NA,NA,NA,865736
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",14.5221127574287,NA,NA,NA,5893
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",15.4118484981492,NA,NA,NA,33100
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",14.9443594572838,NA,NA,NA,45377
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",15.5517052609201,NA,NA,NA,413033
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",12.6732856633481,NA,NA,NA,995
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",14.0616745128352,NA,NA,NA,323794
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",13.9799992799204,NA,NA,NA,15967
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",14.9018776677621,NA,NA,NA,1472
"Kern",6029,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",14.8944150064931,NA,NA,NA,839631
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",15.24,NA,NA,NA,1101
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2012-2014",16.66,NA,NA,NA,5360
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",16.4743697857948,NA,NA,NA,8883
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",16.2991983391888,NA,NA,NA,79452
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",16.7687606257732,NA,NA,NA,51467
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,4056
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",16.4927095723122,NA,NA,NA,150998
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",14.3442182653169,NA,NA,NA,1297
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",14.9903483520355,NA,NA,NA,5339
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",14.7953111271701,NA,NA,NA,10314
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",14.978989323028,NA,NA,NA,77866
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",14.6627084530357,NA,NA,NA,228
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",15.0758218647478,NA,NA,NA,53879
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",14.9257892690285,NA,NA,NA,3256
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",14.7788236515677,NA,NA,NA,803
"Kings",6031,"Southern Central Valley","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",14.9957215406052,NA,NA,NA,152982
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",4.07671767134191,NA,NA,NA,1922
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",NA,NA,NA,NA,1357
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",4.5926476215621,NA,NA,NA,11899
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",4.74841710110044,NA,NA,NA,46554
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,1294
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",4.73016720701409,NA,NA,NA,64158
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",3.81999704033987,NA,NA,NA,1530
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",3.76427843170359,NA,NA,NA,695
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",3.78221567848145,NA,NA,NA,1186
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",3.75437694883504,NA,NA,NA,11088
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",3.76850440948454,NA,NA,NA,97
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",3.79158021975929,NA,NA,NA,47938
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",3.80317513392985,NA,NA,NA,2024
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",3.76318582669159,NA,NA,NA,107
"Lake",6033,"North Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",3.78568952667109,NA,NA,NA,64665
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",5.01425776577381,NA,NA,NA,928
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2012-2014",NA,NA,NA,NA,468
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2012-2014",5.39919925909164,NA,NA,NA,2758
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2012-2014",5.41073925653125,NA,NA,NA,5986
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2012-2014",5.2430768760852,NA,NA,NA,21526
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2012-2014",NA,NA,NA,NA,730
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2012-2014",5.26981486070792,NA,NA,NA,32645
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2009-2011",9.084385153,NA,NA,NA,999
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Asian","2009-2011",9.084385153,NA,NA,NA,337
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AfricanAm","2009-2011",9.084385153,NA,NA,NA,2790
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Latino","2009-2011",9.08438515299999,NA,NA,NA,6117
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","NHOPI","2009-2011",9.084385153,NA,NA,NA,163
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","White","2009-2011",9.08438515300001,NA,NA,NA,23270
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Multiple","2009-2011",9.084385153,NA,NA,NA,856
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Other","2009-2011",9.084385153,NA,NA,NA,363
"Lassen",6035,"North","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","Total","2009-2011",9.08438515300001,NA,NA,NA,34895
"Los Angeles",6037,"South Coast","Annual Mean Ambient Concentration of Fine Particulate Matter (PM2.5)","none","AIAN","2012-2014",NA,NA,NA,NA,18726
